"Data","Último","Abertura","Máxima","Mínima","Var%"
"09.09.2003","8,1555","8,2320","8,2545","8,1160","-0,95%"
"08.09.2003","8,2340","8,2320","8,2365","8,2310","0,36%"
"05.09.2003","8,2045","8,3320","8,3595","8,1965","-1,55%"
"04.09.2003","8,3335","8,4080","8,4469","8,3270","-0,85%"
"03.09.2003","8,4050","8,4880","8,5174","8,3845","-0,98%"
"02.09.2003","8,4880","8,3660","8,4900","8,3525","1,42%"
"01.09.2003","8,3688","8,3740","8,3772","8,3110","0,03%"
"29.08.2003","8,3665","8,4540","8,4845","8,3285","-1,11%"
"28.08.2003","8,4601","8,4915","8,5336","8,4466","-0,36%"
"27.08.2003","8,4910","8,5295","8,5548","8,4540","-0,63%"
"26.08.2003","8,5450","8,5205","8,6099","8,4980","0,27%"
"25.08.2003","8,5220","8,4705","8,5298","8,4625","0,48%"
"22.08.2003","8,4810","8,4195","8,5324","8,4025","0,67%"
"21.08.2003","8,4245","8,3130","8,4560","8,3125","1,37%"
"20.08.2003","8,3105","8,3325","8,3705","8,2893","-0,29%"
"19.08.2003","8,3350","8,3085","8,4348","8,3045","0,28%"
"18.08.2003","8,3115","8,2005","8,3255","8,1960","1,17%"
"15.08.2003","8,2155","8,1600","8,2300","8,1535","0,64%"
"14.08.2003","8,1630","8,1355","8,2281","8,1225","0,26%"
"13.08.2003","8,1415","8,1750","8,2189","8,1323","-0,43%"
"12.08.2003","8,1765","8,1430","8,2035","8,1292","0,34%"
"11.08.2003","8,1490","8,1310","8,1928","8,1310","0,19%"
"08.08.2003","8,1335","8,0915","8,1571","8,0825","0,46%"
"07.08.2003","8,0965","8,1380","8,1445","8,0647","-0,55%"
"06.08.2003","8,1410","8,0975","8,1470","8,0535","0,39%"
"05.08.2003","8,1095","8,1340","8,1725","8,0855","-0,47%"
"04.08.2003","8,1475","8,1340","8,1475","8,1335","-0,46%"
"01.08.2003","8,1850","8,2125","8,2922","8,1780","-0,40%"
"31.07.2003","8,2175","8,0670","8,2368","8,0640","1,84%"
"30.07.2003","8,0690","8,0290","8,1020","8,0145","0,36%"
"29.07.2003","8,0400","7,9890","8,0430","7,9460","0,51%"
"28.07.2003","7,9990","8,0040","8,0220","7,9580","0,21%"
"25.07.2003","7,9825","8,0190","8,0530","7,9657","-0,67%"
"24.07.2003","8,0360","8,0230","8,0710","7,9930","0,17%"
"23.07.2003","8,0225","8,1800","8,2055","8,0165","-2,03%"
"22.07.2003","8,1890","8,1725","8,2129","8,1495","0,04%"
"21.07.2003","8,1855","8,2370","8,2625","8,1660","-0,49%"
"18.07.2003","8,2255","8,2325","8,2949","8,1800","-0,19%"
"17.07.2003","8,2415","8,1690","8,2819","8,1230","0,81%"
"16.07.2003","8,1750","8,1700","8,2243","8,1630","-0,02%"
"15.07.2003","8,1770","8,1100","8,1961","8,0560","0,76%"
"14.07.2003","8,1150","8,1115","8,1455","8,0704","-0,02%"
"11.07.2003","8,1165","8,0310","8,1165","8,0265","0,98%"
"10.07.2003","8,0380","8,0470","8,0870","8,0170","-0,25%"
"09.07.2003","8,0580","8,0760","8,0966","8,0318","-0,31%"
"08.07.2003","8,0830","8,1415","8,1551","8,0566","-0,76%"
"07.07.2003","8,1450","8,0420","8,1527","8,0410","1,67%"
"04.07.2003","8,0115","7,9625","8,0286","7,9625","0,50%"
"03.07.2003","7,9720","7,9555","8,0320","7,9480","0,18%"
"02.07.2003","7,9580","7,9505","8,0065","7,9420","0,01%"
"01.07.2003","7,9575","7,9590","8,0157","7,9205","-0,19%"
"30.06.2003","7,9730","8,0265","8,0964","7,9670","-0,80%"
"27.06.2003","8,0375","8,0350","8,0563","7,9930","0,24%"
"26.06.2003","8,0180","7,9380","8,0430","7,9260","0,93%"
"25.06.2003","7,9445","7,9475","7,9826","7,8730","-0,13%"
"24.06.2003","7,9545","7,8895","7,9882","7,8515","0,81%"
"23.06.2003","7,8905","7,8460","7,9256","7,8165","0,88%"
"20.06.2003","7,8220","7,7490","7,8640","7,7275","0,89%"
"19.06.2003","7,7530","7,7465","7,8174","7,7070","0,13%"
"18.06.2003","7,7430","7,6705","7,7699","7,6580","0,90%"
"17.06.2003","7,6740","7,6730","7,7210","7,6450","-0,01%"
"16.06.2003","7,6750","7,6405","7,6830","7,6210","0,23%"
"13.06.2003","7,6575","7,7175","7,7310","7,6453","-0,67%"
"12.06.2003","7,7095","7,7425","7,7714","7,6930","-0,53%"
"11.06.2003","7,7505","7,8060","7,8150","7,7175","-0,76%"
"10.06.2003","7,8095","7,7775","7,8140","7,7600","0,29%"
"09.06.2003","7,7870","7,7725","7,8117","7,7225","-0,06%"
"06.06.2003","7,7920","7,6975","7,8010","7,6700","1,18%"
"05.06.2003","7,7010","7,8294","7,8460","7,6605","-1,70%"
"04.06.2003","7,8345","7,7655","7,8423","7,7550","0,77%"
"03.06.2003","7,7745","7,7570","7,8100","7,7335","0,25%"
"02.06.2003","7,7550","7,7860","7,8340","7,7415","0,16%"
"30.05.2003","7,7425","7,6925","7,7883","7,6855","0,55%"
"29.05.2003","7,7000","7,7755","7,8379","7,6890","-0,89%"
"28.05.2003","7,7690","7,7670","7,8158","7,7380","-0,02%"
"27.05.2003","7,7705","7,7590","7,7933","7,6980","0,31%"
"26.05.2003","7,7465","7,7580","7,7982","7,7400","-0,23%"
"23.05.2003","7,7640","7,8275","7,8567","7,7500","-0,91%"
"22.05.2003","7,8350","7,8665","7,9000","7,7940","-0,53%"
"21.05.2003","7,8765","7,8447","7,8850","7,7945","0,43%"
"20.05.2003","7,8425","7,8595","7,9013","7,8350","-0,27%"
"19.05.2003","7,8635","7,8440","7,9036","7,8210","-0,53%"
"16.05.2003","7,9055","8,0525","8,0710","7,9000","-1,75%"
"15.05.2003","8,0460","7,9910","8,0670","7,9685","0,71%"
"14.05.2003","7,9890","7,9465","8,0116","7,9420","0,37%"
"13.05.2003","7,9595","7,9345","8,0085","7,9295","0,28%"
"12.05.2003","7,9370","7,9590","7,9660","7,8990","-0,80%"
"09.05.2003","8,0010","7,9290","8,0170","7,9050","0,58%"
"08.05.2003","7,9545","7,9290","8,0564","7,9140","-0,79%"
"07.05.2003","8,0180","7,9380","8,0336","7,9350","0,91%"
"06.05.2003","7,9455","8,0425","8,0654","7,9250","-1,24%"
"05.05.2003","8,0455","8,0885","8,1085","8,0370","-0,62%"
"02.05.2003","8,0960","8,1195","8,1530","8,0715","-0,42%"
"01.05.2003","8,1305","8,1520","8,1819","8,0755","-0,29%"
"30.04.2003","8,1545","8,2315","8,2445","8,1405","-0,93%"
"29.04.2003","8,2310","8,3275","8,3536","8,2210","-1,25%"
"28.04.2003","8,3355","8,2445","8,3463","8,2325","0,99%"
"25.04.2003","8,2535","8,2470","8,3183","8,2400","0,01%"
"24.04.2003","8,2530","8,3090","8,3260","8,2340","-0,70%"
"23.04.2003","8,3110","8,3170","8,3418","8,2915","-0,10%"
"22.04.2003","8,3195","8,4100","8,4294","8,2927","-1,05%"
"21.04.2003","8,4080","8,4285","8,4514","8,3705","-0,50%"
"18.04.2003","8,4505","8,4055","8,4510","8,3950","0,42%"
"17.04.2003","8,4155","8,3890","8,4287","8,3465","0,30%"
"16.04.2003","8,3900","8,4705","8,4920","8,3760","-1,03%"
"15.04.2003","8,4770","8,4660","8,5010","8,4490","-0,10%"
"14.04.2003","8,4855","8,4805","8,5355","8,4411","-0,09%"
"11.04.2003","8,4930","8,4795","8,5508","8,4435","0,11%"
"10.04.2003","8,4835","8,4870","8,5114","8,4415","-0,08%"
"09.04.2003","8,4905","8,5270","8,5675","8,4766","-0,52%"
"08.04.2003","8,5350","8,5820","8,6300","8,5259","-0,59%"
"07.04.2003","8,5855","8,6190","8,6927","8,5710","0,14%"
"04.04.2003","8,5735","8,5484","8,6112","8,5435","0,23%"
"03.04.2003","8,5539","8,5740","8,6134","8,5489","-0,32%"
"02.04.2003","8,5810","8,4610","8,6012","8,4155","1,38%"
"01.04.2003","8,4640","8,4420","8,5063","8,4395","0,21%"
"31.03.2003","8,4460","8,5250","8,5615","8,4390","-1,19%"
"28.03.2003","8,5476","8,6340","8,6570","8,5243","-1,02%"
"27.03.2003","8,6361","8,6420","8,6531","8,5960","-0,20%"
"26.03.2003","8,6534","8,6605","8,6858","8,6120","-0,31%"
"25.03.2003","8,6805","8,6522","8,7025","8,6005","0,28%"
"24.03.2003","8,6566","8,6436","8,6819","8,5990","-0,58%"
"21.03.2003","8,7074","8,6381","8,7385","8,6275","0,85%"
"20.03.2003","8,6336","8,6950","8,7160","8,5975","-0,84%"
"19.03.2003","8,7066","8,6705","8,7092","8,6384","0,33%"
"18.03.2003","8,6776","8,6725","8,7426","8,6395","0,12%"
"17.03.2003","8,6674","8,5470","8,7071","8,5010","1,07%"
"14.03.2003","8,5758","8,5630","8,6260","8,5080","0,24%"
"13.03.2003","8,5550","8,4600","8,5800","8,4430","1,36%"
"12.03.2003","8,4399","8,4165","8,4713","8,3760","0,22%"
"11.03.2003","8,4213","8,3646","8,4524","8,3570","0,65%"
"10.03.2003","8,3670","8,3765","8,3871","8,3420","-0,01%"
"07.03.2003","8,3680","8,3630","8,4074","8,3350","-0,18%"
"06.03.2003","8,3833","8,3765","8,4245","8,3400","-0,03%"
"05.03.2003","8,3860","8,4289","8,4460","8,3525","-0,44%"
"04.03.2003","8,4227","8,4525","8,4600","8,4017","-0,38%"
"03.03.2003","8,4549","8,5005","8,5198","8,4460","-0,44%"
"28.02.2003","8,4926","8,4789","8,5128","8,4530","0,16%"
"27.02.2003","8,4788","8,4302","8,4981","8,3880","0,56%"
"26.02.2003","8,4317","8,4850","8,4990","8,4055","-0,56%"
"25.02.2003","8,4796","8,4517","8,4960","8,4069","0,29%"
"24.02.2003","8,4551","8,5100","8,5240","8,4411","-0,31%"
"21.02.2003","8,4814","8,4300","8,4903","8,4035","0,53%"
"20.02.2003","8,4365","8,4870","8,4960","8,4033","-0,52%"
"19.02.2003","8,4805","8,5350","8,5470","8,4529","-0,71%"
"18.02.2003","8,5410","8,4926","8,5554","8,4640","0,64%"
"17.02.2003","8,4869","8,4590","8,5333","8,4455","0,53%"
"14.02.2003","8,4420","8,4090","8,4650","8,3915","0,33%"
"13.02.2003","8,4144","8,5355","8,5540","8,3835","-1,48%"
"12.02.2003","8,5405","8,5358","8,5515","8,4840","0,01%"
"11.02.2003","8,5398","8,5395","8,5920","8,4962","0,01%"
"10.02.2003","8,5392","8,4710","8,5440","8,4545","0,86%"
"07.02.2003","8,4664","8,4799","8,5480","8,4462","-0,32%"
"06.02.2003","8,4937","8,5639","8,5840","8,4530","-0,78%"
"05.02.2003","8,5607","8,4849","8,5991","8,4445","0,78%"
"04.02.2003","8,4941","8,5546","8,5730","8,4686","-0,83%"
"03.02.2003","8,5652","8,5625","8,6473","8,5500","-0,21%"
"31.01.2003","8,5833","8,4925","8,6279","8,4800","1,06%"
"30.01.2003","8,4935","8,4925","8,5820","8,4775","-0,03%"
"29.01.2003","8,4959","8,5305","8,5520","8,4585","-0,58%"
"28.01.2003","8,5457","8,5190","8,5673","8,5045","0,40%"
"27.01.2003","8,5117","8,5420","8,5750","8,4790","-0,27%"
"24.01.2003","8,5348","8,6153","8,6215","8,5007","-0,72%"
"23.01.2003","8,5965","8,6265","8,6395","8,5780","-0,43%"
"22.01.2003","8,6340","8,6155","8,6738","8,6015","0,16%"
"21.01.2003","8,6204","8,6130","8,6596","8,5900","0,17%"
"20.01.2003","8,6055","8,6205","8,6514","8,5851","-0,06%"
"17.01.2003","8,6109","8,6465","8,6595","8,5890","-0,39%"
"16.01.2003","8,6447","8,6773","8,7085","8,6300","-0,43%"
"15.01.2003","8,6820","8,6760","8,7374","8,6420","-0,02%"
"14.01.2003","8,6835","8,6880","8,7020","8,6390","-0,17%"
"13.01.2003","8,6979","8,6550","8,7087","8,6275","0,36%"
"10.01.2003","8,6668","8,6958","8,7129","8,6350","-0,35%"
"09.01.2003","8,6975","8,6625","8,7220","8,6270","0,40%"
"08.01.2003","8,6630","8,7020","8,7553","8,6145","-0,44%"
"07.01.2003","8,7012","8,6716","8,7385","8,6660","0,28%"
"06.01.2003","8,6765","8,7250","8,7300","8,6530","-0,58%"
"03.01.2003","8,7268","8,8068","8,8190","8,6967","-0,87%"
"02.01.2003","8,8033","8,7061","8,8194","8,7005","1,20%"
"01.01.2003","8,6992","8,6962","8,6992","8,6962","0,15%"
"31.12.2002","8,6865","8,7370","8,7825","8,6655","-0,64%"
"30.12.2002","8,7425","8,7970","8,8322","8,7331","-0,56%"
"27.12.2002","8,7919","8,7885","8,8410","8,7752","-0,25%"
"26.12.2002","8,8135","8,8435","8,8625","8,7865","-0,35%"
"25.12.2002","8,8445","8,8745","8,8890","8,8375","-0,19%"
"24.12.2002","8,8615","8,8944","8,9040","8,8360","-0,42%"
"23.12.2002","8,8985","8,8440","8,9432","8,8120","0,42%"
"20.12.2002","8,8611","8,8636","8,9033","8,8312","-0,16%"
"19.12.2002","8,8753","8,8403","8,9268","8,8210","0,29%"
"18.12.2002","8,8495","8,8433","8,9020","8,8279","0,13%"
"17.12.2002","8,8377","8,8745","8,9070","8,7900","-0,55%"
"16.12.2002","8,8866","8,9230","8,9640","8,8722","-0,32%"
"13.12.2002","8,9150","8,9533","8,9782","8,8873","-0,34%"
"12.12.2002","8,9453","9,0031","9,0130","8,9130","-0,69%"
"11.12.2002","9,0074","9,0010","9,0256","8,9879","0,10%"
"10.12.2002","8,9980","8,9875","9,0403","8,9660","0,08%"
"09.12.2002","8,9908","8,9800","9,0297","8,9470","0,23%"
"06.12.2002","8,9700","9,0370","9,0579","8,9450","-0,84%"
"05.12.2002","9,0459","9,0565","9,0808","9,0295","-0,18%"
"04.12.2002","9,0624","9,0693","9,0766","9,0150","-0,13%"
"03.12.2002","9,0745","9,0320","9,0854","9,0190","0,36%"
"02.12.2002","9,0415","9,0490","9,1405","9,0240","-0,14%"
"29.11.2002","9,0540","9,1390","9,1510","9,0470","-0,92%"
"28.11.2002","9,1385","9,1575","9,1870","9,0985","-0,29%"
"27.11.2002","9,1650","9,1321","9,1778","9,1098","0,33%"
"26.11.2002","9,1344","9,0884","9,1454","9,0755","0,46%"
"25.11.2002","9,0925","9,0120","9,1096","9,0075","0,88%"
"22.11.2002","9,0130","8,9725","9,0530","8,9350","0,46%"
"21.11.2002","8,9721","9,0470","9,0710","8,9661","-0,97%"
"20.11.2002","9,0598","9,0325","9,0918","9,0210","0,24%"
"19.11.2002","9,0381","8,9850","9,0798","8,9430","0,54%"
"18.11.2002","8,9900","9,0020","9,0187","8,9520","0,21%"
"15.11.2002","8,9711","9,0395","9,0770","8,9635","-0,90%"
"14.11.2002","9,0523","8,9927","9,0604","8,9840","0,59%"
"13.11.2002","8,9996","8,9451","9,0290","8,9425","0,55%"
"12.11.2002","8,9505","8,9845","9,0210","8,9440","-0,54%"
"11.11.2002","8,9990","8,9770","9,0080","8,9370","0,27%"
"08.11.2002","8,9746","9,0400","9,0773","8,9570","-0,81%"
"07.11.2002","9,0481","9,0884","9,1506","9,0360","-0,61%"
"06.11.2002","9,1034","9,1355","9,1795","9,0795","-0,43%"
"05.11.2002","9,1423","9,1215","9,1575","9,1000","0,18%"
"04.11.2002","9,1256","9,1230","9,1984","9,0985","0,20%"
"01.11.2002","9,1073","9,1394","9,1763","9,0739","-0,47%"
"31.10.2002","9,1504","9,2036","9,2270","9,1365","-0,62%"
"30.10.2002","9,2072","9,2540","9,2620","9,1965","-0,51%"
"29.10.2002","9,2540","9,2440","9,2831","9,2170","0,17%"
"28.10.2002","9,2386","9,3315","9,3710","9,2240","-0,94%"
"25.10.2002","9,3260","9,3420","9,3730","9,3170","-0,28%"
"24.10.2002","9,3520","9,3540","9,4112","9,3250","-0,06%"
"23.10.2002","9,3580","9,3555","9,4080","9,3205","0,02%"
"22.10.2002","9,3560","9,3135","9,3760","9,2930","0,40%"
"21.10.2002","9,3185","9,3470","9,3610","9,2695","-0,40%"
"18.10.2002","9,3555","9,3850","9,4175","9,3255","-0,42%"
"17.10.2002","9,3950","9,2595","9,4233","9,2430","1,55%"
"16.10.2002","9,2520","9,2610","9,2690","9,2116","-0,10%"
"15.10.2002","9,2610","9,2010","9,2800","9,1870","0,30%"
"14.10.2002","9,2330","9,2245","9,2530","9,1975","0,10%"
"11.10.2002","9,2240","9,2600","9,3130","9,2032","-0,47%"
"10.10.2002","9,2680","9,2645","9,3090","9,2490","-0,13%"
"09.10.2002","9,2805","9,3530","9,3748","9,2535","-0,87%"
"08.10.2002","9,3620","9,2340","9,3914","9,2270","1,43%"
"07.10.2002","9,2300","9,2660","9,3044","9,2220","-0,47%"
"04.10.2002","9,2735","9,2020","9,2970","9,1830","0,84%"
"03.10.2002","9,1960","9,2000","9,2270","9,1655","-0,10%"
"02.10.2002","9,2050","9,2105","9,2388","9,1760","-0,10%"
"01.10.2002","9,2140","9,2755","9,2870","9,1965","-0,43%"
"30.09.2002","9,2540","9,2710","9,3090","9,2410","-0,11%"
"27.09.2002","9,2645","9,3705","9,4042","9,2590","-1,13%"
"26.09.2002","9,3700","9,3535","9,3986","9,2960","-0,09%"
"25.09.2002","9,3780","9,2540","9,3917","9,2492","1,24%"
"24.09.2002","9,2635","9,2670","9,3275","9,2283","-0,07%"
"23.09.2002","9,2700","9,2100","9,3221","9,1440","0,81%"
"20.09.2002","9,1955","9,2240","9,2952","9,1800","-0,35%"
"19.09.2002","9,2275","9,3115","9,3235","9,1985","-0,84%"
"18.09.2002","9,3060","9,3705","9,4430","9,2925","-0,75%"
"17.09.2002","9,3765","9,3880","9,4635","9,3580","-0,21%"
"16.09.2002","9,3965","9,4020","9,4490","9,3565","-1,03%"
"13.09.2002","9,4940","9,3820","9,5230","9,3648","1,25%"
"12.09.2002","9,3765","9,3825","9,4450","9,3610","-0,16%"
"11.09.2002","9,3915","9,4170","9,4332","9,3715","-0,33%"
"10.09.2002","9,4230","9,3745","9,4749","9,3430","0,44%"
"09.09.2002","9,3820","9,3670","9,4147","9,3410","0,15%"
"06.09.2002","9,3680","9,3205","9,3955","9,2910","0,38%"
"05.09.2002","9,3325","9,3460","9,3808","9,2890","-0,16%"
"04.09.2002","9,3475","9,3760","9,4274","9,3120","-0,43%"
"03.09.2002","9,3880","9,3950","9,4283","9,3222","-0,15%"
"02.09.2002","9,4025","9,3850","9,4335","9,3710","0,17%"
"30.08.2002","9,3865","9,3065","9,4127","9,2780","0,89%"
"29.08.2002","9,3035","9,3300","9,3560","9,2650","-0,34%"
"28.08.2002","9,3355","9,2870","9,3500","9,2700","0,61%"
"27.08.2002","9,2790","9,3980","9,4090","9,2660","-1,21%"
"26.08.2002","9,3930","9,4460","9,4805","9,3755","-0,76%"
"23.08.2002","9,4645","9,4785","9,5183","9,4405","-0,15%"
"22.08.2002","9,4785","9,3135","9,5191","9,3135","1,84%"
"21.08.2002","9,3075","9,3700","9,4001","9,3025","-0,74%"
"20.08.2002","9,3765","9,4370","9,4645","9,3580","-0,66%"
"19.08.2002","9,4390","9,3685","9,4820","9,3350","0,80%"
"16.08.2002","9,3640","9,4210","9,4550","9,3540","-0,58%"
"15.08.2002","9,4190","9,4370","9,4790","9,3755","0,08%"
"14.08.2002","9,4115","9,3880","9,4470","9,3506","-0,03%"
"13.08.2002","9,4145","9,4555","9,4962","9,3920","-0,40%"
"12.08.2002","9,4525","9,5665","9,5780","9,4460","-1,41%"
"09.08.2002","9,5875","9,6040","9,6100","9,5286","-0,11%"
"08.08.2002","9,5985","9,5590","9,6562","9,5125","0,46%"
"07.08.2002","9,5545","9,6660","9,6770","9,5412","-1,21%"
"06.08.2002","9,6720","9,6270","9,7998","9,6270","0,37%"
"05.08.2002","9,6360","9,5947","9,6540","9,5250","0,26%"
"02.08.2002","9,6110","9,5915","9,6656","9,5170","0,21%"
"01.08.2002","9,5905","9,4755","9,6030","9,4560","1,27%"
"31.07.2002","9,4705","9,4015","9,5345","9,3871","0,59%"
"30.07.2002","9,4150","9,4530","9,4740","9,3595","-0,45%"
"29.07.2002","9,4580","9,4325","9,5021","9,3662","0,40%"
"26.07.2002","9,4200","9,3935","9,4916","9,3730","0,20%"
"25.07.2002","9,4015","9,4905","9,5050","9,3695","-1,02%"
"24.07.2002","9,4985","9,5800","9,6924","9,4770","-0,94%"
"23.07.2002","9,5885","9,4580","9,6166","9,4580","1,34%"
"22.07.2002","9,4620","9,2740","9,4770","9,2740","1,96%"
"19.07.2002","9,2805","9,2110","9,2948","9,1649","0,72%"
"18.07.2002","9,2145","9,2290","9,2716","9,1935","-0,20%"
"17.07.2002","9,2330","9,2125","9,2920","9,1975","0,05%"
"16.07.2002","9,2280","9,2245","9,2657","9,1660","-0,03%"
"15.07.2002","9,2310","9,3055","9,3210","9,1760","-0,97%"
"12.07.2002","9,3210","9,3850","9,4043","9,2824","-0,74%"
"11.07.2002","9,3905","9,3955","9,4567","9,3360","-0,18%"
"10.07.2002","9,4070","9,2840","9,4310","9,2510","1,35%"
"09.07.2002","9,2820","9,2600","9,3202","9,2330","0,25%"
"08.07.2002","9,2585","9,3725","9,3820","9,2495","-1,48%"
"05.07.2002","9,3980","9,3380","9,3995","9,3270","0,83%"
"04.07.2002","9,3210","9,2890","9,3615","9,2815","0,36%"
"03.07.2002","9,2880","9,1855","9,3487","9,1855","1,06%"
"02.07.2002","9,1910","9,1615","9,2709","9,1610","0,32%"
"01.07.2002","9,1615","9,1440","9,2207","9,1045","0,02%"
"28.06.2002","9,1600","9,1815","9,2289","9,1125","-0,34%"
"27.06.2002","9,1910","9,2490","9,2589","9,1753","-0,84%"
"26.06.2002","9,2685","9,2590","9,2935","9,1425","0,07%"
"25.06.2002","9,2620","9,3105","9,3619","9,2551","-0,60%"
"24.06.2002","9,3175","9,3385","9,3485","9,2460","-0,19%"
"21.06.2002","9,3355","9,3835","9,3989","9,3010","-0,54%"
"20.06.2002","9,3865","9,4735","9,4986","9,3575","-0,99%"
"19.06.2002","9,4805","9,5165","9,5401","9,4616","-0,51%"
"18.06.2002","9,5290","9,5650","9,5970","9,5111","-0,45%"
"17.06.2002","9,5725","9,6615","9,6788","9,5596","-0,83%"
"14.06.2002","9,6525","9,6920","9,7160","9,6295","-0,40%"
"13.06.2002","9,6915","9,7020","9,7323","9,6565","-0,12%"
"12.06.2002","9,7035","9,6565","9,7168","9,6414","0,45%"
"11.06.2002","9,6600","9,7165","9,7450","9,6420","-0,64%"
"10.06.2002","9,7220","9,7755","9,8150","9,7038","-0,51%"
"07.06.2002","9,7715","9,6820","9,7850","9,6694","0,91%"
"06.06.2002","9,6830","9,7070","9,7982","9,6615","-0,33%"
"05.06.2002","9,7155","9,7115","9,7785","9,6776","-0,02%"
"04.06.2002","9,7170","9,6705","9,7257","9,6455","0,40%"
"03.06.2002","9,6780","9,7350","9,7648","9,6695","-0,65%"
"31.05.2002","9,7410","9,7410","9,7854","9,6945","0,02%"
"30.05.2002","9,7395","9,7925","9,7975","9,6900","-0,59%"
"29.05.2002","9,7970","9,8625","9,8782","9,7548","-0,68%"
"28.05.2002","9,8645","9,9185","9,9415","9,8360","-0,63%"
"27.05.2002","9,9270","9,9160","9,9548","9,8975","0,08%"
"24.05.2002","9,9195","9,8915","9,9366","9,8890","0,22%"
"23.05.2002","9,8975","9,8635","9,9426","9,8512","0,30%"
"22.05.2002","9,8675","9,9760","10,0025","9,8445","-1,05%"
"21.05.2002","9,9725","9,9880","10,0238","9,9475","-0,18%"
"20.05.2002","9,9900","10,0070","10,0377","9,9630","-0,18%"
"17.05.2002","10,0085","10,1270","10,1320","9,9879","-1,12%"
"16.05.2002","10,1220","10,1215","10,1668","10,0956","0,02%"
"15.05.2002","10,1200","10,2370","10,2562","10,1070","-1,18%"
"14.05.2002","10,2410","10,2355","10,2831","10,2195","-0,04%"
"13.05.2002","10,2450","10,2150","10,2852","10,1897","0,28%"
"10.05.2002","10,2165","10,2300","10,2490","10,1921","-0,21%"
"09.05.2002","10,2375","10,2710","10,3020","10,2105","-0,38%"
"08.05.2002","10,2765","10,2475","10,3041","10,2222","0,33%"
"07.05.2002","10,2425","10,1135","10,2864","10,1135","1,21%"
"06.05.2002","10,1200","10,1170","10,1657","10,1070","-0,04%"
"03.05.2002","10,1245","10,2395","10,2597","10,0940","-1,19%"
"02.05.2002","10,2460","10,2090","10,2849","10,1895","0,31%"
"01.05.2002","10,2140","10,2400","10,2925","10,1890","-0,32%"
"30.04.2002","10,2470","10,2155","10,3017","10,1990","0,36%"
"29.04.2002","10,2105","10,2275","10,2661","10,1940","-0,17%"
"26.04.2002","10,2275","10,2800","10,3250","10,2139","-0,56%"
"25.04.2002","10,2855","10,3065","10,3202","10,2584","-0,21%"
"24.04.2002","10,3071","10,3300","10,3511","10,2870","-0,26%"
"23.04.2002","10,3335","10,3320","10,3719","10,3130","-0,06%"
"22.04.2002","10,3395","10,2921","10,3928","10,2863","0,77%"
"19.04.2002","10,2600","10,3115","10,3256","10,2540","-0,48%"
"18.04.2002","10,3095","10,2595","10,3721","10,2517","0,48%"
"17.04.2002","10,2600","10,3765","10,3935","10,2497","-1,12%"
"16.04.2002","10,3765","10,3510","10,4195","10,3341","0,20%"
"15.04.2002","10,3560","10,3160","10,3693","10,2733","0,34%"
"12.04.2002","10,3210","10,3105","10,3562","10,2970","0,14%"
"11.04.2002","10,3069","10,3265","10,3496","10,2695","-0,27%"
"10.04.2002","10,3350","10,3385","10,3553","10,3135","-0,05%"
"09.04.2002","10,3400","10,3700","10,3987","10,3185","-0,31%"
"08.04.2002","10,3725","10,2650","10,3896","10,2650","1,02%"
"05.04.2002","10,2680","10,2870","10,2966","10,2395","-0,36%"
"04.04.2002","10,3050","10,2890","10,3496","10,2410","0,04%"
"03.04.2002","10,3005","10,2640","10,3149","10,2585","0,31%"
"02.04.2002","10,2690","10,2310","10,2931","10,2300","0,28%"
"01.04.2002","10,2400","10,3509","10,3559","10,2115","-1,17%"
"29.03.2002","10,3615","10,3734","10,3790","10,3379","-0,07%"
"28.03.2002","10,3686","10,3380","10,3927","10,3177","0,23%"
"27.03.2002","10,3453","10,2927","10,3543","10,2732","0,48%"
"26.03.2002","10,2961","10,2620","10,3202","10,2390","0,28%"
"25.03.2002","10,2670","10,2800","10,3071","10,2520","-0,08%"
"22.03.2002","10,2755","10,2142","10,2933","10,2047","0,56%"
"21.03.2002","10,2178","10,1770","10,2430","10,1673","0,28%"
"20.03.2002","10,1896","10,2396","10,2829","10,1590","-0,55%"
"19.03.2002","10,2455","10,2826","10,3056","10,2340","-0,32%"
"18.03.2002","10,2786","10,3435","10,3900","10,2720","-0,63%"
"15.03.2002","10,3435","10,3285","10,3614","10,2870","0,05%"
"14.03.2002","10,3382","10,4060","10,4165","10,3210","-0,72%"
"13.03.2002","10,4132","10,3750","10,4535","10,3740","0,28%"
"12.03.2002","10,3843","10,3693","10,4564","10,3458","0,25%"
"11.03.2002","10,3589","10,3861","10,4012","10,3370","-0,37%"
"08.03.2002","10,3976","10,2812","10,4113","10,2690","1,25%"
"07.03.2002","10,2695","10,3068","10,3685","10,2485","-0,48%"
"06.03.2002","10,3195","10,3395","10,3863","10,3053","-0,17%"
"05.03.2002","10,3374","10,3794","10,4405","10,3290","-0,70%"
"04.03.2002","10,4100","10,5050","10,5110","10,3760","-0,95%"
"01.03.2002","10,5102","10,4321","10,5253","10,4215","0,71%"
"28.02.2002","10,4364","10,4915","10,5039","10,4155","-0,63%"
"27.02.2002","10,5025","10,5003","10,5229","10,4613","-0,02%"
"26.02.2002","10,5047","10,4525","10,5565","10,3924","0,45%"
"25.02.2002","10,4575","10,4470","10,4675","10,4190","0,05%"
"22.02.2002","10,4518","10,5100","10,5407","10,4291","-0,63%"
"21.02.2002","10,5183","10,5705","10,5745","10,4738","-0,53%"
